id,Delta,R0,i0
5475,17.0,2.1935580693949723,5907.0
5476,17.0,2.3153591868551486,4013.0
5477,17.0,2.2787569304008115,3460.0
5478,19.0,2.1703240919806617,5827.0
5479,21.0,2.30906554191186,4466.0
5480,19.0,2.119731515411572,7068.0
5481,21.0,2.2526281424379953,4567.0
5482,16.0,2.25201953577524,4713.0
5483,15.0,2.262810260649405,4500.0
5484,22.0,2.2250796632573526,4466.0
5485,21.0,2.1669679158034594,4380.0
5486,22.0,2.1865188013030923,8666.0
5487,21.0,2.222722957391868,4920.0
5488,21.0,2.2365141615021202,7290.0
5489,18.0,2.3442487641527707,4019.0
5490,20.0,2.226298413006073,6770.0
5491,21.0,2.158275704299693,6528.0
5492,15.0,2.341469735469962,3769.0
5493,15.0,2.851031982031222,536.0
5494,20.0,2.1209111729764096,7038.0
5495,20.0,2.187380205563964,4009.0
5496,23.0,2.0406557297345604,7699.0
5497,19.0,2.3873602853204186,2568.0
5498,19.0,2.5342007355970866,1590.0
5499,21.0,2.136198092301622,9696.0
5500,21.0,2.1542304763369478,4805.0
5501,21.0,2.230125869560527,7000.0
5502,18.0,2.2561611436462607,6770.0
5503,18.0,2.444547142168228,2009.0
5504,18.0,2.237336298867306,4307.0
5505,21.0,2.3331265605289566,3914.0
5506,21.0,2.207076030570111,8180.0
5507,21.0,2.3749781898126736,2637.0
5508,21.0,2.1423667132319753,8276.0
5509,16.0,2.2631686638787207,4368.0
5510,19.0,2.5144585854783315,1519.0
5511,17.0,2.329082031946518,3719.0
5512,21.0,2.2133592894723875,7303.0
5513,19.0,2.2745328718888054,3438.0
5514,15.0,2.5512208571587833,1453.0
5515,21.0,2.2705257177943667,4452.0
5516,17.0,2.3548935791834933,2333.0
5517,16.0,2.2073393364257865,6181.0
5518,20.0,2.3098301050843686,3152.0
5519,22.0,2.249873498505801,4899.0
5520,18.0,2.055643497820864,8360.0
5521,21.0,2.251059129262386,7768.0
5522,15.0,2.4971205373057304,1995.0
5523,21.0,2.1911329817565894,8154.0
5524,18.0,2.3422161155412446,1954.0
5525,17.0,2.545608552962689,1163.0
5526,18.0,2.500461239157314,2477.0
5527,23.0,2.123868697590887,7384.0
5528,21.0,2.069108173587766,8666.0
5529,18.0,2.0778970731527573,7186.0
5530,15.0,2.3001118092625807,3855.0
5531,21.0,2.173401147029141,8315.0
5532,19.0,2.3867013246277136,1798.0
5533,21.0,2.186841760627803,6648.0
5534,18.0,2.126385169357362,6184.0
5535,18.0,2.1740813677824655,7873.0
5536,18.0,2.088778573849636,9965.0
5537,18.0,2.183247690730654,7344.0
5538,17.0,2.1239283164971483,8053.0
5539,18.0,2.11110940451676,7095.0
5540,16.0,2.1716374078456333,6135.0
5541,19.0,2.3821193111522225,2103.0
5542,22.0,2.1226475879923536,9232.0
5543,16.0,2.349250269052977,3268.0
5544,18.0,2.1451410977181857,5922.0
5545,18.0,2.1515722680772615,5668.0
5546,19.0,2.186899188427908,7095.0
5547,22.0,2.140104921430979,6461.0
5548,21.0,2.158476409119896,4456.0
5549,18.0,2.222132727640326,3855.0
5550,18.0,2.098375692301509,7833.0
5551,21.0,2.3891689620626644,2513.0
5552,21.0,2.108391180524414,6829.0
5553,20.0,2.1998730612884057,8027.0
5554,20.0,2.050033840204796,9438.0
5555,18.0,2.3004625752192274,3517.0
5556,18.0,2.1690527093265084,4807.0
5557,18.0,2.1540742147031926,7932.0
5558,16.0,2.3153828098617404,3435.0
5559,18.0,2.1974867525271518,4781.0
5560,16.0,2.3574677414665928,4258.0
5561,18.0,2.1937414263240154,6969.0
5562,22.0,2.2682653103981507,4452.0
5563,17.0,2.2026877618618306,5406.0
5564,16.0,2.2061893625445372,5168.0
5565,20.0,2.2298107878712026,4225.0
5566,18.0,2.224154384746753,4501.0
5567,17.0,2.264986354076776,4524.0
5568,18.0,2.2696668572953898,5120.0
5569,20.0,2.035606656546063,9741.0
5570,16.0,2.1774589788877137,5729.0
5571,16.0,2.3969794578602044,2928.0
5572,21.0,2.2982326296342923,3963.0
5573,19.0,2.2755564437187874,5602.0
5574,16.0,2.31459649084354,3504.0
5575,21.0,2.2408549201238888,5120.0
5576,23.0,2.1670681960048492,8296.0
5577,20.0,2.3305011960659487,5628.0
5578,20.0,2.454204652283145,2388.0
5579,20.0,2.20486313986361,7395.0
5580,15.0,2.377580067236919,2965.0
5581,20.0,2.1137162915587613,6081.0
5582,17.0,2.3324315650822123,3168.0
5583,22.0,2.091330328141861,9170.0
5584,19.0,2.172709451655532,7716.0
5585,21.0,2.1634558749252424,4375.0
5586,20.0,2.078386807189578,8178.0
5587,15.0,2.6327885299626606,1454.0
5588,17.0,2.197374896283685,5418.0
5589,14.0,2.403634215453582,2127.0
5590,18.0,2.3601783232651847,3719.0
5591,21.0,2.3335210929167225,2359.0
5592,18.0,2.408140253538463,2359.0
5593,19.0,2.2655885089632752,6789.0
5594,19.0,2.2493926977843492,6135.0
5595,17.0,2.171807583542628,7680.0
5596,19.0,2.3311382508747167,2350.0
5597,19.0,2.1371350069452646,5844.0
5598,18.0,2.2635607462226637,3404.0
5599,22.0,2.2924969887417386,3219.0
5600,17.0,2.3284795856278415,3904.0
5601,18.0,2.1545862083868705,8654.0
5602,21.0,2.1897597857310465,7529.0
5603,20.0,2.244718918601875,4037.0
5604,19.0,2.1137334371962018,9995.0
5605,19.0,2.14144160229564,9257.0
5606,21.0,2.3394401471231974,2306.0
5607,18.0,2.5168712338531405,1612.0
5608,20.0,2.1434490752342543,5328.0
5609,21.0,2.0644291306281466,7433.0
5610,20.0,2.125546230582562,9296.0
5611,19.0,2.1296892278917228,8654.0
5612,21.0,2.3306390764522957,3460.0
5613,19.0,2.1075962167703794,6829.0
5614,16.0,2.1963944899091645,6437.0
5615,21.0,2.33205658490461,3864.0
5616,16.0,2.249555368352461,3215.0
5617,15.0,2.288525178804734,2979.0
5618,21.0,2.142354561841327,7015.0
5619,18.0,2.233225918459568,4497.0
5620,18.0,2.171478800367135,8275.0
5621,21.0,2.168091721894879,7591.0
5622,17.0,2.19054318403468,4501.0
5623,23.0,2.1402729847188513,8005.0
5624,15.0,2.6993208332874086,885.0
5625,21.0,2.259355763606532,2957.0
5626,21.0,2.3335707084862016,3283.0
5627,15.0,2.5662098031449743,2056.0
5628,18.0,2.2506158301041257,3662.0
5629,21.0,2.2067217389918694,4199.0
5630,21.0,2.053999675960304,9655.0
5631,19.0,2.089849534129418,9113.0
5632,18.0,2.196835426656105,4374.0
5633,11.0,2.814185262992339,536.0
5634,18.0,2.3885967935910344,3902.0
5635,18.0,2.509289745917518,1902.0
5636,18.0,2.209962032948319,6248.0
5637,16.0,2.3094515555786157,2682.0
5638,22.0,2.2193350665513103,5969.0
5639,16.0,2.3959593937842345,1839.0
5640,18.0,2.2767540050533035,4599.0
5641,20.0,2.159439753152273,5946.0
5642,19.0,2.368510512582079,1839.0
5643,19.0,2.2649890035298688,3438.0
5644,18.0,2.2156406445517987,5602.0
5645,18.0,2.158043549964482,7395.0
5646,18.0,2.1411714709293017,6743.0
5647,16.0,2.4341777108770275,1341.0
5648,22.0,2.196684433702276,6135.0
5649,20.0,2.1419216818488045,7823.0
5650,14.0,2.4371758404332486,1612.0
5651,18.0,2.115759525477854,9168.0
5652,17.0,2.1122823099606642,7466.0
5653,23.0,2.1667400540897246,4599.0
5654,21.0,2.1288752675706997,6831.0
5655,18.0,2.3046079741287886,4579.0
5656,16.0,2.791164189136293,735.0
5657,16.0,2.8123269397150246,602.0
5658,16.0,2.3428660751491535,4466.0
5659,19.0,2.030971889369525,8982.0
5660,22.0,2.299060074975044,3861.0
5661,20.0,2.3110356142482398,5120.0
5662,20.0,2.2040794332418487,8949.0
5663,20.0,2.162415830626753,4608.0
5664,18.0,2.0792243894160607,9823.0
5665,20.0,2.073405490531099,7791.0
5666,20.0,2.2416649103987005,3716.0
5667,21.0,2.0724620216797978,7650.0
5668,15.0,2.25857109394861,4608.0
5669,20.0,2.269003308710075,6262.0
5670,21.0,2.0310468128329986,8890.0
5671,21.0,2.250845325488446,5983.0
5672,18.0,2.319377812563255,4051.0
5673,16.0,2.267263623015774,5120.0
5674,19.0,2.1513581811663265,5660.0
5675,16.0,2.3601120696683147,2498.0
5676,18.0,2.382662719751012,4037.0
5677,21.0,2.339076224626688,3106.0
5678,19.0,2.01746544400461,9233.0
5679,17.0,2.2147285971536967,5823.0
5680,23.0,2.1708777593408626,6343.0
5681,18.0,2.2806115768965536,6262.0
5682,20.0,2.197552522560792,4009.0
5683,21.0,2.228423298988102,8110.0
5684,18.0,2.1199646066514557,9019.0
5685,21.0,2.146747673405592,6600.0
5686,17.0,2.4063103224272058,3407.0
5687,19.0,2.2607457393127914,3864.0
5688,17.0,2.4280844995361384,2562.0
5689,18.0,2.3625884882842625,3452.0
5690,18.0,2.335550782809098,2123.0
5691,21.0,2.0608138371332485,8569.0
5692,17.0,2.270024055429358,3761.0
5693,18.0,2.3820736911243348,2484.0
5694,22.0,2.1552036505114365,6343.0
5695,19.0,2.1522213993756396,6521.0
5696,19.0,2.102281379444869,6895.0
5697,17.0,2.177011974704947,7712.0
5698,21.0,2.157039700624222,7024.0
5699,17.0,2.408831896763943,2718.0
5700,16.0,2.39184386471982,2420.0
5701,19.0,2.4251638433038485,2127.0
5702,23.0,2.1458302978890718,4805.0
5703,20.0,2.1521466867475385,7675.0
5704,20.0,2.2454642794524835,3026.0
5705,17.0,2.126484126292811,6284.0
5706,20.0,2.3481802155466407,3855.0
5707,18.0,2.0910398512680928,7529.0
5708,24.0,2.082434548042254,9433.0
5709,17.0,2.2532304877133047,3068.0
5710,17.0,2.1706725237673505,6798.0
5711,16.0,2.3373534299128647,2049.0
5712,17.0,2.1304590670419707,5668.0
5713,18.0,2.485335091149774,1163.0
5714,23.0,2.0399343641528587,9745.0
5715,16.0,2.810609668483925,903.0
5716,23.0,2.1662802701053554,6081.0
5717,17.0,2.2995782850151922,4374.0
5718,21.0,2.078272771834793,9110.0
5719,12.0,2.7250049950212722,735.0
5720,15.0,2.593090353325952,903.0
5721,15.0,2.326041324159145,3587.0
5722,16.0,2.139470252766943,6763.0
5723,21.0,2.145463906530194,9849.0
5724,13.0,2.421834304379923,1654.0
5725,21.0,2.102457694091195,9972.0
5726,17.0,2.1896998308895106,6139.0
5727,20.0,2.230600347499252,4192.0
5728,19.0,2.2994798122761515,5525.0
5729,18.0,2.137344225476128,8859.0
5730,21.0,2.330183604196159,2891.0
5731,20.0,2.148871948894438,6147.0
5732,19.0,2.100710760517002,6124.0
5733,19.0,2.2051728763324885,7712.0
