id,Delta,R0,i0
5829,20.0,2.1566642002574143,6004.0
5830,14.0,2.4282992815041835,1781.0
5831,20.0,2.1905236930137844,6811.0
5832,20.0,2.2779413009647285,4496.0
5833,22.0,2.201974731110507,5676.0
5834,15.0,2.273683220753249,4359.0
5835,22.0,2.194402093077438,9142.0
5836,19.0,2.3415741020865184,4982.0
5837,20.0,2.2045574821752063,9739.0
5838,19.0,2.53794173549667,2160.0
5839,17.0,2.5606191502339333,1703.0
5840,18.0,2.2492328240285326,5676.0
5841,16.0,2.6111310039011832,767.0
5842,19.0,2.508859429420327,2401.0
5843,22.0,2.022653576281348,9880.0
5844,22.0,2.1844896929859963,4359.0
5845,21.0,2.2425872646460188,5001.0
5846,19.0,2.4554755806321937,2056.0
5847,18.0,2.1806601456705876,6004.0
5848,16.0,2.2912335821573726,3002.0
5849,18.0,2.143979632332973,5766.0
5850,17.0,2.1187062548045743,6810.0
5851,16.0,2.5064999825232164,2515.0
5852,22.0,2.0866662621364163,8693.0
5853,18.0,2.272420849299102,5412.0
5854,15.0,2.7887493427861867,838.0
5855,22.0,2.148053584537907,9359.0
5856,20.0,2.212914724703864,4500.0
5857,18.0,2.1216812260385645,9997.0
5858,15.0,2.5354509464748975,1157.0
5859,23.0,2.1640937236335867,7496.0
5860,22.0,2.2878765197318702,5485.0
5861,19.0,2.3383645030863853,5332.0
5862,20.0,2.459352237260832,2329.0
5863,21.0,2.134108192252412,9808.0
5864,14.0,2.487278046318041,2329.0
5865,18.0,2.3782883610362267,2854.0
5866,17.0,2.2880246746319526,3770.0
5867,21.0,2.349685904798664,3572.0
5868,18.0,2.3174762798976984,3553.0
5869,17.0,2.334589547348395,4194.0
5870,22.0,2.128667671728378,5485.0
5871,16.0,2.3646504767167817,3907.0
5872,21.0,2.182179573499886,7687.0
5873,21.0,2.1686789047208093,6810.0
5874,16.0,2.3424000315779288,2408.0
5875,14.0,2.465560520131711,2585.0
5876,16.0,2.266233291731874,4678.0
5877,17.0,2.1342382909850177,9120.0
5878,17.0,2.183353502022533,6830.0
5879,22.0,2.2641701265479512,5069.0
5880,20.0,2.198515710861632,9120.0
5881,22.0,2.167376275584265,6132.0
5882,20.0,2.1474501572184495,6700.0
5883,20.0,2.135980022902827,8165.0
5884,22.0,2.116745313006963,8105.0
5885,18.0,2.3522047857124835,2212.0
5886,21.0,2.1425124677529097,9314.0
5887,18.0,2.6139089872704235,1357.0
5888,22.0,2.149995352481432,6303.0
5889,16.0,2.362813679011616,2828.0
5890,16.0,2.2698475371174482,5853.0
5891,23.0,2.167013985978964,6288.0
5892,21.0,2.2192593785705346,7613.0
5893,20.0,2.1231993011721504,9808.0
5894,20.0,2.211355416595583,7228.0
5895,20.0,2.160523883906093,6485.0
5896,20.0,2.1879804672999805,8997.0
5897,21.0,2.1917308995991123,5020.0
5898,19.0,2.16846564729055,4906.0
5899,20.0,2.1679779144104656,6004.0
5900,17.0,2.151747370969769,7639.0
5901,18.0,2.286925400978295,3907.0
5902,21.0,2.1125358648695194,6810.0
5903,18.0,2.3378001060002327,4481.0
5904,21.0,2.1222900870376504,8423.0
5905,17.0,2.5047470025784486,1424.0
5906,15.0,2.2620952271919275,4151.0
5907,23.0,2.122194915356585,9051.0
5908,19.0,2.3901101637686937,4518.0
5909,16.0,2.417548380896548,1703.0
5910,21.0,2.168797597803376,6345.0
5911,18.0,2.27978743427245,4394.0
5912,19.0,2.3546613670423997,4120.0
5913,19.0,2.1778212435667874,6034.0
5914,17.0,2.551452635356223,1918.0
5915,16.0,2.1683038332645728,5087.0
5916,22.0,2.1197393872549966,7639.0
5917,16.0,2.5387411994947726,1543.0
5918,18.0,2.1599537761395546,7414.0
5919,20.0,2.0863385949832143,7613.0
5920,19.0,2.41039664007527,2520.0
5921,20.0,2.41028387344595,4069.0
5922,17.0,2.1794902905292655,5468.0
5923,19.0,2.2632928576753475,4974.0
5924,17.0,2.36731177904884,2401.0
5925,14.0,2.4741605193678513,1157.0
5926,22.0,2.3278015940507584,4121.0
5927,20.0,2.439310906591531,2099.0
5928,22.0,2.192013407314315,6902.0
5929,21.0,2.109562403175815,7041.0
5930,19.0,2.159339039542021,6529.0
5931,20.0,2.432537793880377,2405.0
5932,20.0,2.2162091991364363,5997.0
5933,19.0,2.27842558102203,4939.0
5934,17.0,2.2454618420435417,5679.0
5935,17.0,2.3122202177140028,3680.0
5936,21.0,2.1443777904407093,6045.0
5937,20.0,2.176347312883213,4507.0
5938,15.0,2.3583977980682866,2970.0
5939,22.0,2.193437995894798,7352.0
5940,22.0,2.2021545637777673,5946.0
5941,16.0,2.4270830181482212,1693.0
5942,22.0,2.0706858989174184,7745.0
5943,15.0,2.294143514225823,3850.0
5944,20.0,2.4931428961708875,2329.0
5945,14.0,2.479751419715896,1552.0
5946,21.0,2.2170425041739388,5875.0
5947,19.0,2.259216372261393,7135.0
5948,15.0,2.7695455398738402,624.0
5949,17.0,2.266531180608365,3125.0
5950,20.0,2.28000423747177,6769.0
5951,17.0,2.455822298939511,2590.0
5952,19.0,2.4187921409658553,4069.0
5953,19.0,2.4480554444408047,2113.0
5954,21.0,2.2088299450924795,3808.0
5955,14.0,2.474002976196189,1958.0
5956,15.0,2.4886847425514396,1552.0
5957,18.0,2.4378533156629736,3604.0
5958,21.0,2.1361573959285405,8188.0
5959,18.0,2.2269592048127986,6769.0
5960,14.0,2.470081125805151,2515.0
5961,23.0,2.0915373809269786,8087.0
5962,23.0,2.082823782913969,7816.0
5963,22.0,2.1281828011140127,5500.0
5964,23.0,2.173221972825335,8372.0
5965,19.0,2.2002633000703473,5647.0
5966,18.0,2.4669938097561634,2729.0
5967,16.0,2.252348190546125,3832.0
5968,20.0,2.161368808900371,5350.0
5969,21.0,2.1261672698145033,7083.0
5970,18.0,2.2372440467811843,7223.0
5971,20.0,2.3864864682073774,2827.0
5972,16.0,2.3314401801688596,4909.0
5973,19.0,2.167077609185977,4864.0
5974,16.0,2.328981901763522,4434.0
5975,19.0,2.2256880483533323,8165.0
5976,17.0,2.225703884152607,5800.0
5977,21.0,2.2543929732943138,4936.0
5978,19.0,2.265569162572564,6839.0
5979,19.0,2.2460929866696153,4037.0
5980,20.0,2.325928583004855,4095.0
5981,23.0,2.0877752066967052,7626.0
5982,18.0,2.1552402828769615,7612.0
5983,19.0,2.1405626148633257,6437.0
5984,17.0,2.458327304274223,1708.0
5985,17.0,2.1300394456404708,7165.0
5986,18.0,2.3320064848510484,3500.0
5987,16.0,2.2963335876577755,3488.0
5988,18.0,2.404801646104181,2647.0
5989,20.0,2.213569730420263,5380.0
5990,17.0,2.081923197220989,8987.0
5991,20.0,2.165007979815641,6437.0
5992,19.0,2.2220080883561533,8075.0
5993,17.0,2.125845636629495,9141.0
5994,14.0,2.5990370690621556,1456.0
5995,21.0,2.1918957670679777,5883.0
5996,13.0,2.6102673584591156,1165.0
5997,19.0,2.1528128096829233,7926.0
5998,19.0,2.1579370675867158,6461.0
5999,18.0,2.3185203723605365,3485.0
6000,17.0,2.170579906970127,7555.0
6001,20.0,2.2330715307630826,8405.0
